paper_id,ee_identifier,PI_decision,d1,d1_rationale,d2,d2_rationale,d1_ne_d2,primary_outcome,verifier_decision,verifier_rationale,final_outcome,primary_parse_error,primary_error,verifier_parse_error,verifier_error,primary_request_hash,verifier_request_hash,primary_wall_s,verifier_wall_s,reprocessed_after_interrupt
354,EE-202,exclude,exclude,"The paper describes a semi-autonomous stereotactic brain biopsy robotic system, which falls under neurosurgery. According to the exclusion criteria, neurosurgery is explicitly excluded unless the autonomous task is generalizable. The title and abstract suggest the system is specialty-specific (brain biopsy), which is a neurosurgical task. Therefore, it does not meet the inclusion criteria.",exclude,"The paper describes a semi-autonomous stereotactic brain biopsy robotic system, which falls under neurosurgery. According to the exclusion criteria, neurosurgery is explicitly excluded unless the autonomous task is generalizable. The title and abstract suggest the system is specialty-specific (brain biopsy), which is a neurosurgical task. Therefore, it does not meet the inclusion criteria.",False,OUT,,,OUT,False,False,False,False,18442634fb6cab8c7b8512bd4d9a0d987063dd9db642d08ebf6f1511b6152af0,,5.366,,False
598,EE-446,exclude,exclude,"The paper describes a robotic system for autonomous percutaneous vertebroplasty, which falls under orthopedic surgery. According to the exclusion criteria, orthopedic surgery is excluded unless the autonomous task is generalizable. The title and abstract suggest the system is specifically designed for vertebroplasty, a specialty-specific task in orthopedic surgery, and thus does not meet the inclusion criteria.",exclude,"The paper describes a robotic system for autonomous percutaneous vertebroplasty, which falls under orthopedic surgery. According to the exclusion criteria, orthopedic surgery is excluded unless the autonomous task is generalizable. The title and abstract suggest the system is specifically designed for vertebroplasty, a specialty-specific task in orthopedic surgery, and thus does not meet the inclusion criteria.",False,OUT,,,OUT,False,False,False,False,4bf791331f587bbffbbf7e7639a745eb3c6b385bbbcbb8b72f71e55c51cdd6b4,,5.795,,False
360,EE-208,exclude,include,"The paper describes a cadaveric study involving a novel spinal robotic system performing an autonomous laminectomy, which is a physical surgical task. The title and abstract suggest the system operates autonomously (Level V autonomy), which aligns with the review's focus on autonomous or semi-autonomous surgical robotic systems. The study involves a physical surgical task on cadavers, meets the language and publication date criteria, and does not fall under excluded specialties. The abstract does not mention exclusion criteria such as non-surgical robotics or simulation studies without autonomous behavior.",include,"The paper describes a cadaveric study involving a novel spinal robotic system performing an autonomous laminectomy, which is a physical surgical task. The title indicates the use of an autonomous robotic system, meeting the population and intervention criteria. The study involves a physical surgical task (cadaver), and the focus is on accuracy evaluation, which aligns with the outcomes of interest. The specialty is thoracic surgery, which is included in the review scope. There is no mention of exclusion criteria such as non-surgical robotics, simulation without autonomous behavior, or excluded specialties like neurosurgery. The paper is likely peer-reviewed and in English, though the abstract does not confirm publication date, but the title and abstract suggest it meets inclusion criteria.",False,IN,exclude,"The specialty scope explicitly excludes neurosurgery, and the paper focuses on spinal laminectomy, a neurosurgical procedure. While the abstract mentions 'autonomous laminectomy', the procedure itself falls within the excluded neurosurgical specialty. Therefore, it fails the specialty scope criteria.",FLAGGED,False,False,False,False,61f0db5876601e5d0613bf0df835d74dd1cd663bcebc8827f246a3d418bd12ce,55b0c40edd5206e7cf0cff9e27b1718312c515db13418f72c1114ef32ede3a04,8.07,8.012,False
302,EE-150,exclude,include,"The paper describes an autonomous robotic system for spinal decompression, which is a surgical task. The title mentions the system's accuracy and safety, which aligns with the outcomes of interest. The system is described as autonomous, meeting the intervention criteria. The specialty is spinal surgery, which is included in the review. The paper is likely peer-reviewed and in English, though the abstract does not confirm publication date or full details, but the inclusion criteria allow for partial evidence.",include,"The paper describes an autonomous robotic system for spinal decompression, which is a surgical task. The title and abstract mention the system's accuracy and safety, which aligns with the outcomes of interest. The system is autonomous, meeting the intervention criteria. The specialty is spinal surgery, which is included in the review. The paper is likely peer-reviewed and in English, though the abstract does not confirm publication date or full details, but the inclusion criteria allow for partial evidence.",False,IN,exclude,"The abstract describes an autonomous system performing a *spinal* posterior decompression. Spinal surgery falls within the excluded specialty of neurosurgery. While the abstract mentions autonomous planning and cutting, the context is specifically neurosurgical, and therefore excluded based on the specialty scope.",FLAGGED,False,False,False,False,ef17f0a3e0287da31eecf23fcfb170769a5461466c6aec61e5e05d4f0df2f622,57016d32bdbd3830745ff99168b5941a3ac5f8c30ce3b0a4cfe206929264f97f,6.364,7.741,False
603,EE-451,exclude,include,"The paper describes an autonomous robotic system for cranial-milling tasks in in vitro animal experiments. It involves a physical surgical task (cranium-milling) and an autonomous or semi-autonomous robotic component that controls the execution of the surgical action. The study meets the inclusion criteria for population, intervention (autonomous robotic control), and outcomes (task accuracy/error rate, autonomy level). The specialty is neurosurgery, which is excluded only if the task is specialty-specific, but the paper describes a generalizable autonomous task. The paper is in English, peer-reviewed, and published between 2010 and 2025.",include,"The paper describes an autonomous robotic system for cranial-milling tasks, which is a physical surgical task performed on an in vitro animal model. The system demonstrates autonomous behavior through the use of a model-free adaptive nonlinear force control algorithm and a breakthrough detection algorithm, which allows the robot to perform the task with minimal human intervention. The study meets the inclusion criteria for surgical robotics with autonomy, and the task is relevant to neurosurgery, which is included in the specialty scope. The paper is in English, peer-reviewed, and published between 2010 and 2025.",False,IN,exclude,"The specialty is neurosurgery, which is explicitly excluded. While the abstract mentions a generalizable task (skull milling), the context is specifically neurosurgical, triggering the exclusion criteria. The paper describes an autonomous task *within* a neurosurgical context, and therefore does not meet the inclusion criteria for generalizable tasks performed in excluded specialties.",FLAGGED,False,False,False,False,7d83284c44a38aa1a7983e7a69f35a3a1fc30b390234823a833ded23a64b4bf8,daa603eab80a475dd92465b84468ba64bb339cc3fa119a47d9b8ff1d2511d945,8.41,9.888,False
372,EE-220,exclude,exclude,"The paper describes a robotic system for spinal procedures, but it does not mention any level of autonomy or semi-autonomy in the robotic system's operation. The abstract indicates the system allows for comparable placement as a freehand technique, which suggests it may be teleoperated rather than autonomous. Since the paper does not meet the inclusion criteria of involving an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action, it is excluded.",exclude,"The paper describes a robotic system for spinal procedures, but it does not mention any level of autonomy or semi-autonomy in the robotic system's operation. The abstract indicates the system allows for comparable placement as a freehand technique, which suggests it may be teleoperated rather than autonomous. Since the paper does not meet the inclusion criteria of involving an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action, it is excluded.",False,OUT,,,OUT,False,False,False,False,94fa86d4009f83549e25ce47c82e76d71340c1516e21cb3678b351b2eb1e988e,,6.345,,False
450,EE-298,exclude,include,"The abstract mentions a robotic platform for neuroendoscopy with autonomous and hands-on control, which suggests the presence of an autonomous or semi-autonomous robotic component. The paper involves a physical surgical task (neuroendoscopy) and is likely peer-reviewed. However, the abstract does not provide sufficient detail to confirm all inclusion criteria (e.g., autonomy level, task accuracy, or safety events). The paper is within the publication date range (2010–2025), and the specialty (neurosurgery) is excluded unless the task is generalizable. The abstract does not clarify whether the task is specialty-specific or generalizable, so it is included for further evaluation.",include,"The abstract mentions a robotic platform for neuroendoscopy with autonomous and hands-on control, which suggests the presence of an autonomous or semi-autonomous robotic component. The paper involves a physical surgical task (neuroendoscopy) and is likely peer-reviewed. However, the abstract does not provide sufficient detail to confirm all inclusion criteria (e.g., autonomy level, task accuracy, or safety events). The paper is within the publication date range (2010–2025), and the specialty (neurosurgery) is excluded unless the task is generalizable. The abstract does not clarify whether the task is specialty-specific or generalizable, so it is included for further evaluation.",False,IN,exclude,"The abstract is extremely brief and only states that autonomous *and* hands-on control were achieved. It does not explicitly state that the robot *executed* a surgical action autonomously. Furthermore, the title specifies 'neuroendoscopy', which falls within the excluded specialty of neurosurgery. Without further information, it's reasonable to assume this is a specialty-specific application and therefore excluded based on the specialty scope.",FLAGGED,False,False,False,False,e2aecd1fc86351565a6737677b63f8a1509611c76377dc4a536930e8be0d9ba8,3e5fa96d01c1b4b274bae5e21900e7bb3901ae2ca6251c2a4bd412d177629d2f,8.695,10.555,False
582,EE-430,exclude,exclude,"The paper focuses on a neurosurgical robot system (RONNA) and evaluates localization strategies for frameless stereotactic neurosurgery. However, the study does not involve autonomous or semi-autonomous robotic systems performing physical surgical tasks. Instead, it describes a localization strategy for a robotic system that is likely teleoperated, not autonomous. The paper is about improving navigation accuracy, not about autonomy levels (Yang et al. Levels 1–5) or autonomous task execution. Additionally, neurosurgery is an excluded specialty unless the task is generalizable. This paper describes a specialty-specific task (neurosurgical localization), and there is no indication of autonomy in the task execution.",exclude,"The paper focuses on neurosurgical robotics, which is excluded under the specialty scope. Neurosurgery is explicitly excluded unless the autonomous task is generalizable. The paper describes a neurosurgical robot system (RONNA) and evaluates localization strategies for frameless stereotactic neurosurgery, which is a specialty-specific application. Since the task is not generalizable and falls under the excluded specialty, the paper is excluded.",False,OUT,,,OUT,False,False,False,False,0d65cc0ba2b8e00a09c79322e3d6351d3c2f25504fd4a93005cc414563bbf3b3,,7.457,,False
737,EE-585,exclude,exclude,"The title and abstract mention neurosurgery, which is an excluded specialty. The paper does not provide sufficient information to determine if it involves autonomous or semi-autonomous robotic systems performing physical surgical tasks, and it is unclear if the robotic component controls or directs a physical robot to execute a surgical action.",exclude,"The title and abstract mention neurosurgery, which is an excluded specialty. The paper does not provide sufficient information to determine if it involves autonomous or semi-autonomous robotic systems performing physical surgical tasks, and it is unclear if the robotic component controls or directs a physical robot to execute a surgical action.",False,OUT,,,OUT,False,False,False,False,49504aadeb453b2b8b6c23cb96eca75ec0ffc0a7aacf348e74a8784d5de8bf55,,4.613,,False
264,EE-112,exclude,exclude,"The paper describes a robotic system for craniotomy, which falls under neurosurgery. According to the exclusion criteria, neurosurgery is explicitly excluded unless the autonomous task is generalizable. The paper focuses on a specialty-specific autonomous task (autonomous bone drilling and milling in craniotomy), which is excluded under the specialty scope.",exclude,"The paper describes a robotic system for craniotomy, which falls under neurosurgery. According to the exclusion criteria, neurosurgery is explicitly excluded unless the autonomous task is generalizable. The paper focuses on a specialty-specific autonomous task (autonomous bone drilling and milling in craniotomy), which is excluded under the specialty scope.",False,OUT,,,OUT,False,False,False,False,7750cd2bd2646ecd4b6e0c015e552682a3d40d9b0d5855a29c3cd059b151a962,,5.204,,False
413,EE-261,exclude,exclude,"The paper describes a neurosurgical application involving autonomous robotic navigation and registration, but it is focused on neuroregistration and neuronavigation rather than performing physical surgical tasks on tissue, phantoms, or in-vivo models. The abstract does not mention any physical surgical task execution by the robotic system, which is a key inclusion criterion. Additionally, the paper is in the field of neurosurgery, which is explicitly excluded unless the autonomous task is generalizable (e.g., suturing, knot-tying). This paper appears to be more about navigation and registration rather than executing physical surgical actions, and thus does not meet the inclusion criteria.",exclude,"The paper describes a neurosurgical application involving autonomous robotic navigation and registration, but it is focused on neuroregistration and neuronavigation rather than performing physical surgical tasks on tissue, phantoms, or in-vivo models. The abstract does not mention any physical surgical task execution by the robotic system, which is a key inclusion criterion. Additionally, the paper is in the field of neurosurgery, which is explicitly excluded unless the autonomous task is generalizable (e.g., suturing, knot-tying). This paper appears to be more about navigation and registration rather than executing physical surgical actions, and thus does not meet the inclusion criteria.",False,OUT,,,OUT,False,False,False,False,759a58d1e6953d1073df1c955aaeab23b6b44ea229629dd4aac35bfb97d95c1c,,8.321,,False
429,EE-277,exclude,exclude,"The paper describes a robot-guided neuromapping system for nerve-sparing taTME, but it is focused on a specific surgical specialty (neurosurgery) and involves a task that is specialty-specific (neuromapping during rectal cancer surgery). According to the exclusion criteria, neurosurgery is excluded unless the autonomous task is generalizable. This paper describes a specialty-specific autonomous task (neuromapping during rectal cancer surgery), which falls under the excluded specialty. Additionally, the paper does not involve a physical surgical task performed by an autonomous or semi-autonomous robotic system that controls or directs a physical robot to execute a surgical action; instead, it describes a robotic-assisted neuromapping system that is still under human control.",exclude,"The paper describes a robot-guided neuromapping system for nerve-sparing taTME, but it is focused on neurosurgery and specifically involves autonomous or semi-autonomous robotic behavior in a specialty-specific context (neurosurgery). According to the exclusion criteria, neurosurgery is excluded unless the autonomous task is generalizable. This paper describes a specialty-specific autonomous task (neuromapping in neurosurgery), which falls under the excluded specialty.",False,OUT,,,OUT,False,False,False,False,2cd64822366ac13e8d49b39ff73c6c657c8f7589c2f8bbd45b50f684737e30f3,,8.054,,False
800,EE-648,exclude,exclude,"The paper focuses on neurosurgical practice, which is excluded under the specialty scope. Neurosurgery is explicitly listed as an excluded specialty unless the autonomous task is generalizable. The abstract does not indicate that the autonomous task described is generalizable, and the focus is on neurosurgical applications, which fall under the excluded specialty.",exclude,"The paper focuses on neurosurgical practice, which is excluded under the specialty scope. Neurosurgery is explicitly listed as an excluded specialty unless the autonomous task is generalizable. The abstract does not indicate that the autonomous task described is generalizable, and the focus is on neurosurgical applications, which fall under the excluded specialty.",False,OUT,,,OUT,False,False,False,False,f410d38c16fdd3da84b78278f7565eebced9eff64fe3b89ec18a5c6c6ac130d1,,5.054,,False
435,EE-283,exclude,include,"The paper describes a semi-autonomous robotic system for image-guided brain tumour resection, which involves an autonomous or semi-autonomous robotic component controlling a physical robot to execute a surgical action. It is a bench-top study, which is within the included specialties (bench/preclinical autonomy). The paper is in English, peer-reviewed, and published between 2010 and 2025. The study involves a physical surgical task (bench-top simulation) and includes semi-autonomous robotic behavior, meeting the inclusion criteria.",include,"The paper describes a semi-autonomous robotic system for image-guided brain tumour resection, which involves an autonomous or semi-autonomous robotic component controlling a physical robot to execute a surgical action. It is a bench-top study, which is within the included specialties (bench/preclinical autonomy). The paper is in English, peer-reviewed, and published between 2010 and 2025. It meets the criteria for inclusion as it involves a physical surgical task and an autonomous/semi-autonomous robotic component.",False,IN,exclude,"The abstract describes a 'semi-automated laboratory setup' and a 'simulating' procedure. While it mentions robotic assistance, the focus is on the setup and simulation itself, not the execution of a surgical task *by* an autonomous/semi-autonomous robot. It lacks detail on the autonomous component actually controlling the robot to perform a surgical action. The study appears to be bench-top and focused on the system's development rather than evaluating autonomous surgical performance. Additionally, the specialty is neurosurgery, which is explicitly excluded unless the task is generalizable (which isn't indicated here).",FLAGGED,False,False,False,False,7378e50b0b8713aa1a9c20f0e8237aa73a91abc9179f430f4818573a018900a2,a180c74e22f43591b11a7c135aed0644d19932cf97000cea7c2b7a9baa34095c,7.04,13.98,False
404,EE-252,exclude,exclude,"The paper describes a simulation study involving autonomous robotic navigation for neurosurgery, but it is explicitly excluded because it focuses on ophthalmic surgery (neurosurgery is not excluded, but the paper's focus is on intracranial applications, which are part of neurosurgery). However, the paper is about a vegetable specimen and does not involve a physical surgical task on tissue, phantoms, or in-vivo models. Additionally, the study is a simulation without demonstrating autonomous/semi-autonomous robotic behavior in the simulation, which is excluded. The paper also does not meet the inclusion criteria for surgical robotics involving physical surgical tasks.",exclude,"The paper describes a simulation study involving autonomous robotic navigation for neurosurgery, but it is explicitly excluded because it focuses on ophthalmic surgery (neurosurgery is not excluded, but the paper's focus is on intracranial applications, which are part of neurosurgery). However, the paper is about a vegetable specimen and does not involve a physical surgical task on tissue, phantoms, or in-vivo models. Additionally, the study is a simulation without demonstrating autonomous/semi-autonomous robotic behavior in the simulation, which is excluded. The paper also does not meet the inclusion criteria for surgical robotics involving physical surgical tasks.",False,OUT,,,OUT,False,False,False,False,6c2b1e5d726708eb8e072588d97a76c1b44e18400cf744f11bb19bb6853ebdf7,,8.343,,False
280,EE-128,exclude,exclude,"The paper describes an ophthalmic surgery application, which falls under the excluded specialties (ophthalmic surgery). The study involves a robot-assisted system, but the specialty is explicitly excluded from the review scope.",exclude,"The paper describes an ophthalmic surgery application, which falls under the excluded specialties (ophthalmic surgery). Even though the task involves autonomous robotic behavior, the specialty is explicitly excluded according to the review's criteria.",False,OUT,,,OUT,False,False,False,False,06e4c20f67729584cf6d1c80b4d16cc0b4f7b6504daa9928ec53815698f12ca6,,3.796,,False
333,EE-181,exclude,exclude,"The paper describes a robotic system for autonomous needle navigation in subretinal injections, which is an ophthalmic surgery specialty. According to the exclusion criteria, ophthalmic surgery is explicitly excluded from the review scope.",exclude,"The paper describes a subretinal injection procedure, which falls under ophthalmic surgery, a specialty explicitly excluded in the review criteria. Additionally, the paper does not involve a physical surgical task on tissue, phantoms, or in-vivo models with an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The focus is on autonomous needle navigation using iOCT and a robotic system, but the task is specific to ophthalmic surgery and does not meet the inclusion criteria for the specified specialties.",False,OUT,,,OUT,False,False,False,False,10311a402062a09509cbf788459e584d2baeff9fed4a6283451eeeb818bcc1c2,,5.636,,False
