rating_id,paper_id,field_name,field_type,fab_risk,field_type_fl,local__span_in_source,local__value_in_span,local__span_present,openai_o4_mini_high__span_in_source,openai_o4_mini_high__value_in_span,openai_o4_mini_high__span_present,anthropic_sonnet_4_6__span_in_source,anthropic_sonnet_4_6__value_in_span,anthropic_sonnet_4_6__span_present,any_span_not_in_source,any_value_not_in_span,pass2_keep,flagged
109,39,key_limitation,free_text,medium,free_text,False,False,True,False,False,True,False,False,True,True,True,True,True
110,39,primary_outcome_metric,free_text,medium,free_text,True,False,True,True,True,True,False,False,True,True,True,True,True
111,39,primary_outcome_value,free_text,medium,free_text,True,False,True,True,True,True,False,True,True,True,True,True,True
112,39,robot_platform,free_text,low,free_text,True,False,True,True,False,True,True,False,True,False,True,False,True
113,39,sample_size,numeric,medium,numeric,True,False,True,True,False,True,False,False,True,True,True,True,True
114,39,secondary_outcomes,free_text,medium,free_text,False,False,True,True,True,True,False,False,True,True,True,True,True
115,39,study_design,categorical,medium,categorical,True,False,True,True,False,True,False,False,True,True,True,True,True
116,39,task_generate,categorical,medium,categorical,True,True,True,True,True,True,False,False,True,True,True,True,True
117,39,task_monitor,categorical,low,categorical,True,True,True,True,True,True,False,False,True,True,True,False,True
118,39,task_performed,free_text,medium,free_text,True,False,True,False,False,True,True,False,True,True,True,True,True
119,67,clinical_readiness_assessment,categorical,low,categorical,True,False,True,True,False,True,False,False,True,True,True,False,True
120,67,comparison_to_human,free_text,low,free_text,True,False,True,False,False,False,True,False,True,True,True,False,True
121,67,key_limitation,free_text,medium,free_text,True,False,True,True,False,True,False,False,True,True,True,True,True
122,67,robot_platform,free_text,low,free_text,True,False,True,True,False,True,True,False,True,False,True,False,True
123,67,sample_size,numeric,high,numeric,False,False,True,True,True,True,True,False,True,True,True,True,True
124,67,secondary_outcomes,free_text,low,free_text,True,False,True,True,True,True,False,True,True,True,True,False,True
125,67,surgical_domain,categorical,low,categorical,True,False,True,True,False,True,True,False,True,False,True,False,True
126,67,system_maturity,categorical,medium,categorical,True,False,True,True,False,True,False,False,True,True,True,True,True
127,67,task_generate,categorical,low,categorical,True,True,True,True,True,True,True,False,True,False,True,False,True
128,67,task_monitor,categorical,low,categorical,True,True,True,True,False,True,True,True,True,False,True,False,True
129,67,task_performed,free_text,low,free_text,True,False,True,True,False,True,True,False,True,False,True,False,True
130,67,validation_setting,categorical,medium,categorical,True,False,True,True,False,True,False,False,True,True,True,True,True
131,78,key_limitation,free_text,medium,free_text,True,False,True,True,False,True,False,False,True,True,True,True,True
132,78,primary_outcome_value,free_text,low,free_text,True,False,True,True,False,True,True,False,True,False,True,False,True
133,78,robot_platform,free_text,low,free_text,True,False,True,True,True,True,True,True,True,False,True,False,True
134,78,secondary_outcomes,free_text,medium,free_text,True,False,True,False,True,True,True,False,True,True,True,True,True
135,78,study_design,categorical,medium,categorical,True,False,True,True,False,True,False,False,True,True,True,True,True
136,78,surgical_domain,categorical,low,categorical,True,False,True,True,False,True,True,False,True,False,True,False,True
137,78,system_maturity,categorical,medium,categorical,True,False,True,False,False,True,True,False,True,True,True,True,True
138,78,task_monitor,categorical,low,categorical,True,False,True,True,True,True,True,False,True,False,True,False,True
139,78,task_performed,free_text,low,free_text,True,False,True,True,False,True,True,False,True,False,True,False,True
140,78,task_select,categorical,medium,categorical,True,True,True,True,True,True,False,False,True,True,True,True,True
141,81,autonomy_level,categorical,medium,categorical,False,False,True,True,False,True,False,False,True,True,True,True,True
142,81,key_limitation,free_text,medium,free_text,True,False,True,True,False,True,False,False,True,True,True,True,True
143,81,primary_outcome_metric,free_text,medium,free_text,True,False,True,True,True,True,False,False,True,True,True,True,True
144,81,primary_outcome_value,free_text,medium,free_text,False,False,True,True,False,True,False,False,True,True,True,True,True
145,81,sample_size,numeric,medium,numeric,False,False,False,False,False,True,False,False,True,True,True,True,True
146,81,secondary_outcomes,free_text,medium,free_text,True,False,True,False,False,True,False,False,True,True,True,True,True
147,81,surgical_domain,categorical,medium,categorical,False,True,True,True,False,True,False,False,True,True,True,True,True
148,81,task_execute,categorical,medium,categorical,False,True,True,False,False,False,False,True,True,True,True,True,True
149,81,task_performed,free_text,medium,free_text,True,False,True,True,False,True,False,False,True,True,True,True,True
150,81,task_select,categorical,low,categorical,False,False,False,True,True,True,True,True,True,True,True,False,True
151,81,validation_setting,categorical,medium,categorical,False,False,True,True,False,True,True,False,True,True,True,True,True
152,82,key_limitation,free_text,low,free_text,True,False,True,True,False,True,True,False,True,False,True,False,True
153,82,primary_outcome_metric,free_text,medium,free_text,True,False,True,False,False,True,False,False,True,True,True,True,True
154,82,primary_outcome_value,free_text,medium,free_text,True,False,True,False,False,True,False,False,True,True,True,True,True
155,82,robot_platform,free_text,low,free_text,True,False,True,False,True,True,True,False,True,True,True,False,True
156,82,sample_size,numeric,low,numeric,False,False,False,True,True,True,True,True,True,True,True,False,True
157,82,secondary_outcomes,free_text,medium,free_text,True,False,True,False,False,True,False,False,False,True,True,True,True
158,82,study_design,categorical,low,categorical,True,False,True,True,False,True,True,False,True,False,True,False,True
159,82,surgical_domain,categorical,low,categorical,True,False,True,True,False,True,True,False,True,False,True,False,True
160,82,task_monitor,categorical,medium,categorical,True,True,True,True,True,True,False,False,True,True,True,True,True
161,82,task_performed,free_text,medium,free_text,False,False,True,True,False,True,True,False,True,True,True,True,True
162,102,comparison_to_human,free_text,medium,free_text,False,False,True,False,False,True,False,False,True,True,True,True,True
163,102,key_limitation,free_text,medium,free_text,False,False,True,True,False,True,False,False,True,True,True,True,True
164,102,primary_outcome_metric,free_text,medium,free_text,False,False,True,True,False,True,False,True,True,True,True,True,True
165,102,primary_outcome_value,free_text,low,free_text,False,True,True,True,False,True,True,False,True,True,True,False,True
166,102,robot_platform,free_text,low,free_text,False,True,True,True,False,True,True,True,True,True,True,False,True
167,102,sample_size,numeric,low,numeric,False,False,True,True,True,True,True,True,True,True,True,False,True
168,102,secondary_outcomes,free_text,medium,free_text,False,True,True,False,False,False,False,False,True,True,True,True,True
169,102,study_design,categorical,medium,categorical,False,False,True,True,False,True,False,False,True,True,True,True,True
170,102,surgical_domain,categorical,medium,categorical,False,True,True,True,False,True,False,False,True,True,True,True,True
171,102,system_maturity,categorical,medium,categorical,False,False,True,True,False,True,True,False,True,True,True,True,True
172,102,task_generate,categorical,medium,categorical,False,True,True,False,True,True,False,False,True,True,True,True,True
173,102,task_performed,free_text,low,free_text,False,True,True,True,True,True,True,False,True,True,True,False,True
174,121,clinical_readiness_assessment,categorical,low,categorical,False,False,True,True,False,True,True,False,True,True,True,False,True
175,121,comparison_to_human,free_text,low,free_text,False,False,False,False,False,False,True,True,True,True,True,False,True
176,121,country,free_text,low,free_text,False,False,False,True,False,True,True,False,True,True,True,False,True
177,121,key_limitation,free_text,medium,free_text,False,True,True,True,False,True,True,False,True,True,True,True,True
178,121,primary_outcome_metric,free_text,low,free_text,False,False,False,True,False,True,True,False,True,True,True,False,True
179,121,primary_outcome_value,free_text,low,free_text,False,False,False,True,True,True,True,True,True,True,True,False,True
180,121,robot_platform,free_text,low,free_text,True,False,True,False,False,False,True,True,True,True,True,False,True
181,121,secondary_outcomes,free_text,low,free_text,False,False,False,False,False,False,True,False,True,True,True,False,True
182,121,study_design,categorical,low,categorical,True,False,True,True,False,True,False,False,True,True,True,False,True
183,121,study_type,categorical,low,categorical,True,False,True,True,False,True,True,False,True,False,True,False,True
184,121,surgical_domain,categorical,medium,categorical,False,False,True,True,False,True,True,False,True,True,True,True,True
185,121,system_maturity,categorical,low,categorical,True,False,True,True,False,True,True,False,True,False,True,False,True
186,121,task_performed,free_text,low,free_text,False,False,True,True,True,True,True,False,True,True,True,False,True
187,121,validation_setting,categorical,medium,categorical,False,False,True,True,True,True,True,False,True,True,True,True,True
188,132,autonomy_level,categorical,low,categorical,True,False,True,True,False,True,True,False,True,False,True,False,True
189,132,comparison_to_human,free_text,medium,free_text,True,False,True,False,False,False,False,False,True,True,True,True,True
190,132,country,free_text,low,free_text,False,False,False,True,False,True,False,False,True,True,True,False,True
191,132,key_limitation,free_text,medium,free_text,True,False,True,True,False,True,False,False,True,True,True,True,True
192,132,primary_outcome_metric,free_text,medium,free_text,True,False,True,True,False,True,False,False,True,True,True,True,True
193,132,primary_outcome_value,free_text,low,free_text,True,False,True,True,False,True,True,True,True,False,True,False,True
194,132,robot_platform,free_text,low,free_text,True,False,True,False,True,True,True,True,True,True,True,False,True
195,132,secondary_outcomes,free_text,medium,free_text,True,False,True,True,False,True,False,True,True,True,True,True,True
196,132,study_design,categorical,medium,categorical,True,False,True,False,False,True,False,False,True,True,True,True,True
197,132,surgical_domain,categorical,low,categorical,False,False,False,True,False,True,True,False,True,True,True,False,True
198,132,system_maturity,categorical,low,categorical,True,False,True,True,False,True,True,False,True,False,True,False,True
199,132,task_monitor,categorical,low,categorical,True,True,True,True,True,True,True,False,True,False,True,False,True
200,132,task_performed,free_text,medium,free_text,False,True,True,True,False,True,True,False,True,True,True,True,True
201,252,autonomy_level,categorical,medium,categorical,False,False,True,True,False,True,False,False,True,True,True,True,True
202,252,comparison_to_human,free_text,medium,free_text,False,False,False,False,False,False,False,False,True,True,True,True,True
203,252,country,free_text,low,free_text,True,False,True,True,False,True,True,False,True,False,True,False,True
204,252,key_limitation,free_text,medium,free_text,True,True,True,True,True,True,False,False,True,True,True,True,True
205,252,primary_outcome_metric,free_text,low,free_text,False,False,True,True,True,True,False,False,True,True,True,False,True
206,252,robot_platform,free_text,low,free_text,True,False,True,True,True,True,True,True,True,False,True,False,True
207,252,secondary_outcomes,free_text,medium,free_text,False,False,False,False,True,True,False,True,True,True,True,True,True
208,252,study_design,categorical,medium,categorical,False,False,True,False,False,True,False,False,True,True,True,True,True
209,252,system_maturity,categorical,medium,categorical,True,False,True,True,False,True,False,False,True,True,True,True,True
210,252,task_generate,categorical,medium,categorical,True,True,True,True,False,True,False,False,True,True,True,True,True
211,262,key_limitation,free_text,low,free_text,True,False,True,True,False,True,True,False,True,False,True,False,True
212,262,robot_platform,free_text,low,free_text,True,False,True,True,True,True,True,True,True,False,True,False,True
213,262,sample_size,numeric,low,numeric,True,False,True,True,True,True,True,True,True,False,True,False,True
214,262,secondary_outcomes,free_text,medium,free_text,True,False,True,False,False,True,False,False,True,True,True,True,True
215,262,study_design,categorical,medium,categorical,True,False,True,True,False,True,False,False,True,True,True,True,True
216,262,system_maturity,categorical,medium,categorical,True,False,True,True,False,True,False,False,True,True,True,True,True
217,262,task_execute,categorical,medium,categorical,False,True,True,True,True,True,True,False,True,True,True,True,True
218,262,task_performed,free_text,low,free_text,True,False,True,True,False,True,True,False,True,False,True,False,True
219,268,autonomy_level,categorical,medium,categorical,False,False,True,True,False,True,False,False,True,True,True,True,True
220,268,comparison_to_human,free_text,medium,free_text,False,False,True,False,False,False,True,False,True,True,True,True,True
221,268,key_limitation,free_text,low,free_text,True,True,True,True,True,True,True,False,True,False,True,False,True
222,268,robot_platform,free_text,low,free_text,True,False,True,True,False,True,True,True,True,False,True,False,True
223,268,sample_size,numeric,low,numeric,True,False,True,False,False,False,True,False,True,True,True,False,True
224,268,secondary_outcomes,free_text,low,free_text,True,True,True,True,True,True,True,True,True,False,False,False,False
225,268,study_design,categorical,medium,categorical,False,False,True,True,False,True,True,False,True,True,True,True,True
226,268,surgical_domain,categorical,low,categorical,False,False,True,True,False,True,False,False,True,True,True,False,True
227,277,autonomy_level,categorical,medium,categorical,False,False,True,False,False,False,False,False,True,True,True,True,True
228,277,clinical_readiness_assessment,categorical,low,categorical,False,False,True,False,False,False,False,False,True,True,True,False,True
229,277,comparison_to_human,free_text,medium,free_text,False,False,True,False,False,False,False,False,True,True,True,True,True
230,277,country,free_text,medium,free_text,False,True,True,False,False,False,False,False,True,True,True,True,True
231,277,key_limitation,free_text,medium,free_text,False,False,True,False,False,False,True,False,True,True,True,True,True
232,277,primary_outcome_metric,free_text,medium,free_text,False,True,True,False,False,False,False,False,True,True,True,True,True
233,277,primary_outcome_value,free_text,medium,free_text,False,False,True,False,False,False,False,True,True,True,True,True,True
234,277,robot_platform,free_text,low,free_text,True,False,True,False,False,False,True,True,True,True,True,False,True
235,277,sample_size,numeric,medium,numeric,False,False,True,False,False,False,False,False,True,True,True,True,True
236,277,secondary_outcomes,free_text,medium,free_text,True,False,True,False,False,False,False,False,True,True,True,True,True
237,277,study_design,categorical,medium,categorical,False,False,True,False,False,False,False,False,True,True,True,True,True
238,277,surgical_domain,categorical,low,categorical,False,True,True,False,False,False,False,False,True,True,True,False,True
239,277,system_maturity,categorical,medium,categorical,False,False,True,False,False,False,True,False,True,True,True,True,True
240,277,task_execute,categorical,medium,categorical,False,True,True,False,False,False,False,True,True,True,True,True,True
241,277,task_generate,categorical,medium,categorical,False,True,True,False,False,False,False,True,True,True,True,True,True
242,277,task_monitor,categorical,medium,categorical,False,True,True,False,False,False,False,False,True,True,True,True,True
243,277,task_performed,free_text,medium,free_text,True,True,True,False,False,False,False,False,True,True,True,True,True
244,277,task_select,categorical,medium,categorical,False,False,True,False,False,False,False,True,True,True,True,True,True
245,277,validation_setting,categorical,medium,categorical,True,False,True,False,False,False,False,False,True,True,True,True,True
246,281,comparison_to_human,free_text,medium,free_text,True,False,True,True,True,True,False,True,True,True,True,True,True
247,281,country,free_text,low,free_text,False,False,True,True,False,True,True,False,True,True,True,False,True
248,281,key_limitation,free_text,low,free_text,True,False,True,True,False,True,True,False,True,False,True,False,True
249,281,sample_size,numeric,medium,numeric,True,False,True,True,False,True,False,False,True,True,True,True,True
250,281,secondary_outcomes,free_text,medium,free_text,True,False,True,False,False,True,False,False,True,True,True,True,True
251,281,study_design,categorical,medium,categorical,True,False,True,True,False,True,False,False,True,True,True,True,True
252,281,system_maturity,categorical,medium,categorical,True,False,True,False,False,True,True,False,True,True,True,True,True
253,281,task_performed,free_text,medium,free_text,True,False,True,True,True,True,False,False,True,True,True,True,True
254,286,autonomy_level,categorical,low,categorical,True,True,True,True,False,True,True,False,True,False,True,False,True
255,286,key_limitation,free_text,medium,free_text,True,True,True,True,False,True,False,False,True,True,True,True,True
256,286,primary_outcome_value,free_text,low,free_text,True,False,True,True,False,True,True,False,True,False,True,False,True
257,286,robot_platform,free_text,low,free_text,True,False,True,True,True,True,True,False,True,False,True,False,True
258,286,secondary_outcomes,free_text,low,free_text,True,False,True,True,True,True,True,False,True,False,True,False,True
259,286,surgical_domain,categorical,low,categorical,False,False,True,True,False,True,True,False,True,True,True,False,True
260,286,system_maturity,categorical,low,categorical,True,False,True,True,False,True,True,False,True,False,True,False,True
261,286,task_performed,free_text,medium,free_text,True,False,True,True,False,True,False,False,True,True,True,True,True
262,286,validation_setting,categorical,medium,categorical,True,False,True,False,False,True,False,False,True,True,True,True,True
263,292,autonomy_level,categorical,low,categorical,True,False,True,True,False,True,True,False,True,False,True,False,True
264,292,clinical_readiness_assessment,categorical,low,categorical,True,False,True,True,False,True,True,False,True,False,True,False,True
265,292,comparison_to_human,free_text,high,free_text,False,False,True,True,True,True,True,True,True,True,True,True,True
266,292,key_limitation,free_text,medium,free_text,False,False,True,True,False,True,False,False,True,True,True,True,True
267,292,primary_outcome_metric,free_text,medium,free_text,False,False,True,True,True,True,True,True,True,True,True,True,True
268,292,primary_outcome_value,free_text,medium,free_text,True,False,True,False,False,False,False,True,True,True,True,True,True
269,292,robot_platform,free_text,low,free_text,False,False,True,True,True,True,False,False,True,True,True,False,True
270,292,sample_size,numeric,low,numeric,True,False,True,True,True,True,True,False,True,False,True,False,True
271,292,secondary_outcomes,free_text,medium,free_text,True,False,True,True,False,True,True,False,True,False,True,True,True
272,292,surgical_domain,categorical,medium,categorical,True,False,True,True,False,True,False,False,True,True,True,True,True
273,292,system_maturity,categorical,medium,categorical,True,False,True,True,False,True,False,False,True,True,True,True,True
274,292,task_generate,categorical,medium,categorical,False,True,True,True,True,True,False,False,True,True,True,True,True
275,292,task_performed,free_text,low,free_text,True,False,True,True,False,True,True,False,True,False,True,False,True
276,295,autonomy_level,categorical,low,categorical,True,False,True,True,False,True,True,False,True,False,True,False,True
277,295,key_limitation,free_text,low,free_text,True,False,True,True,False,True,True,False,True,False,True,False,True
278,295,primary_outcome_metric,free_text,medium,free_text,True,False,True,False,True,True,False,False,True,True,True,True,True
279,295,primary_outcome_value,free_text,medium,free_text,False,True,True,False,False,True,False,False,True,True,True,True,True
280,295,robot_platform,free_text,low,free_text,True,False,True,True,False,True,True,False,True,False,True,False,True
281,295,sample_size,numeric,high,numeric,True,False,True,False,False,False,False,False,True,True,True,True,True
282,295,secondary_outcomes,free_text,medium,free_text,False,True,True,True,False,True,False,False,True,True,True,True,True
283,295,system_maturity,categorical,medium,categorical,False,True,True,True,False,True,True,False,True,True,True,True,True
284,295,task_generate,categorical,medium,categorical,True,True,True,True,True,True,False,False,True,True,True,True,True
285,295,task_performed,free_text,low,free_text,True,False,True,True,False,True,True,False,True,False,True,False,True
286,295,validation_setting,categorical,medium,categorical,True,True,True,True,True,True,False,False,True,True,True,True,True
287,296,comparison_to_human,free_text,medium,free_text,False,False,True,False,False,False,False,False,True,True,True,True,True
288,296,country,free_text,low,free_text,False,False,True,True,False,True,False,False,True,True,True,False,True
289,296,key_limitation,free_text,low,free_text,True,False,True,True,False,True,True,False,True,False,True,False,True
290,296,primary_outcome_value,free_text,low,free_text,False,False,True,True,False,True,False,True,True,True,True,False,True
291,296,secondary_outcomes,free_text,medium,free_text,False,False,True,False,False,True,False,False,True,True,True,True,True
292,296,study_design,categorical,medium,categorical,False,False,True,True,False,True,True,False,True,True,True,True,True
293,296,surgical_domain,categorical,low,categorical,True,False,True,True,False,True,True,False,True,False,True,False,True
294,296,system_maturity,categorical,medium,categorical,False,False,True,True,False,True,False,False,True,True,True,True,True
295,296,task_execute,categorical,medium,categorical,False,True,True,False,True,True,False,False,True,True,True,True,True
296,296,task_generate,categorical,medium,categorical,False,True,True,False,True,True,False,False,True,True,True,True,True
297,296,task_monitor,categorical,medium,categorical,False,True,True,True,True,True,False,False,True,True,True,True,True
298,296,task_performed,free_text,medium,free_text,True,False,True,False,True,True,False,False,True,True,True,True,True
299,296,task_select,categorical,medium,categorical,False,False,True,True,True,True,True,True,True,True,True,True,True
