paper_id,ee_identifier,PI_decision,d1,d1_rationale,d2,d2_rationale,d1_ne_d2,primary_outcome,verifier_decision,verifier_rationale,final_outcome,primary_parse_error,primary_error,verifier_parse_error,verifier_error,primary_request_hash,verifier_request_hash,primary_wall_s,verifier_wall_s,reprocessed_after_interrupt
354,EE-202,exclude,include,"The paper describes a semi-autonomous robotic system for stereotactic brain biopsy, which involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The title and abstract suggest the system operates beyond simple teleoperation, indicating some level of autonomy (Level 1–5 per Yang et al. taxonomy). The task involves a physical surgical action (biopsy) in a neurosurgical context, which is included under the specialty scope (neurosurgery is excluded only when the task is specialty-specific, but the paper does not specify such a task). The paper is likely peer-reviewed and in English, though the abstract is brief, it provides enough information to tentatively include it for further verification.",include,"The paper describes a semi-autonomous robotic system for stereotactic brain biopsy, which involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The title and abstract suggest the system operates beyond simple teleoperation, indicating some level of autonomy (Level 1–5 per Yang et al. taxonomy). The task involves a physical surgical action (biopsy) in a neurosurgical context, which is included under the specialty scope (neurosurgery is excluded only when the task is specialty-specific, but the paper does not specify a specialty-specific autonomous task). The paper is likely peer-reviewed and in English, though the abstract does not confirm publication date or full eligibility, but the inclusion criteria allow for partial evidence.",False,IN,exclude,"The abstract explicitly states the study focuses on a neurosurgical system. Neurosurgery is an excluded specialty according to the specialty scope guidelines. While the abstract mentions semi-autonomy, the specialty exclusion overrides this.",FLAGGED,False,False,False,False,00d952db1f5e79c1b8ca2f3ff414b5fe36512a30280f4f884803b99a022e3c7f,e998fbeb3b96dbc130f2726bf8bc9bc4d256ef8ea1127caf0035b1304165c16d,8.992,6.86,False
598,EE-446,exclude,exclude,"The paper describes a robotic system for autonomous percutaneous vertebroplasty, which is a neurosurgical specialty. According to the exclusion criteria, neurosurgery is explicitly excluded unless the autonomous task is generalizable. The title and abstract suggest the system is designed for a specialty-specific task (vertebroplasty), which falls under neurosurgery and is therefore excluded.",exclude,"The paper describes a robotic system for autonomous percutaneous vertebroplasty, which is a neurosurgical specialty. According to the exclusion criteria, neurosurgery is explicitly excluded unless the autonomous task is generalizable. The title and abstract suggest the system is designed for a specialty-specific task (vertebroplasty), which falls under neurosurgery and is therefore excluded.",False,OUT,,,OUT,False,False,False,False,61f51d7275ffa290015ce29798c474a302435765a2810e33a555d9abf5396ef9,,5.321,,False
360,EE-208,exclude,include,"The paper describes a cadaveric study evaluating a novel spinal robotic system for autonomous laminectomy in thoracic and lumbar vertebrae. It involves an autonomous robotic component performing a physical surgical task (laminectomy) on cadaveric tissue, which meets the population criteria. The study evaluates task accuracy, which is one of the specified outcomes. The abstract does not explicitly state the autonomy level, but the title suggests autonomous execution, and the study is within the included specialties (thoracic surgery). The paper is likely peer-reviewed and published between 2010 and 2025, though the exact publication date is not specified. The study is not a systematic review, meta-analysis, or conference abstract without a full paper. It is not purely teleoperated or manual, as it involves autonomous execution of a surgical task.",include,"The paper describes a cadaveric study evaluating a novel spinal robotic system for autonomous laminectomy in thoracic and lumbar vertebrae. The title and abstract suggest the system is autonomous (Level V according to the Yang et al. taxonomy), which meets the intervention criterion. The study involves a physical surgical task (laminectomy) on cadaveric tissue, satisfying the population criterion. The study is a peer-reviewed original research article in English, published between 2010 and 2025. The focus on autonomous robotic behavior in a physical surgical task aligns with the inclusion criteria, and the outcomes such as task accuracy and safety events are relevant to the review focus.",False,IN,exclude,"The specialty scope explicitly excludes neurosurgery, and the paper focuses on spinal laminectomy, a neurosurgical procedure. While the abstract mentions 'autonomous laminectomy', the procedure itself falls within the excluded neurosurgical specialty. Therefore, it fails the specialty scope criteria.",FLAGGED,False,False,False,False,cafe1b1a446dbbb1913cc6f3ed7ea2bdf8e4f37d2896cdf03760ba161fe4682d,55b0c40edd5206e7cf0cff9e27b1718312c515db13418f72c1114ef32ede3a04,9.361,7.892,False
302,EE-150,exclude,include,"The paper describes a novel AI-based robotic system for autonomous spinal posterior decompression, which involves a physical surgical task (spinal decompression) and an autonomous or semi-autonomous robotic component. The abstract mentions accuracy and safety evaluation, which aligns with the outcomes of interest. The study appears to meet the inclusion criteria for population, intervention, and outcomes. The specialty is spinal surgery, which is included in the review's scope. There is no indication that the study is a systematic review, meta-analysis, or purely teleoperated system.",include,"The paper describes a novel AI-based robotic system for autonomous spinal posterior decompression, which involves a physical surgical task (spinal decompression) and an autonomous or semi-autonomous robotic component. The abstract mentions accuracy and safety evaluation, which aligns with the outcomes of interest. The study appears to meet the inclusion criteria for population, intervention, and outcomes. The specialty is spinal surgery, which is included in the review's scope. There is no indication that the system is purely teleoperated or manual, and the paper is likely peer-reviewed and in English.",False,IN,exclude,"The abstract describes an autonomous system performing a *spinal* posterior decompression. Spinal surgery falls within the excluded specialty of neurosurgery. While the abstract mentions autonomous planning and cutting, the context is specifically neurosurgical, and therefore excluded based on the specialty scope.",FLAGGED,False,False,False,False,af9eda02f39557c172995dd4b63e6adb91a7897d46d13d4007759c9397976a8b,57016d32bdbd3830745ff99168b5941a3ac5f8c30ce3b0a4cfe206929264f97f,6.95,7.606,False
603,EE-451,exclude,include,"The paper describes an autonomous robotic system for cranial-milling tasks, involving an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The study involves in vitro animal experiments, which fall under the population criteria. The paper reports on task accuracy (force error percentages), task completion (success rate of breakthrough detection), and safety events (minimal human intervention). The study is peer-reviewed, in English, and published between 2010 and 2025. It is within the scope of neurosurgery, which is included in the specialty scope. The paper does not describe purely teleoperated systems or ML/CV methodology without robot control.",include,"The paper describes an autonomous robotic system for cranial-milling tasks, involving an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The study involves in vitro animal experiments, which fall under the population criteria. The paper reports on task accuracy (force error percentages), task completion (success rate of breakthrough detection), and safety events (minimal human intervention). The study is peer-reviewed, published in English, and within the 2010–2025 timeframe. It is focused on neurosurgery, which is an included specialty. The system demonstrates autonomy through the use of a model-free adaptive nonlinear force control algorithm, which makes independent decisions about motion and execution, meeting the intervention criteria.",False,IN,exclude,"The specialty is neurosurgery, which is explicitly excluded. While the abstract mentions a generalizable task (skull milling), the context is specifically neurosurgical, triggering the exclusion criteria. The paper describes an autonomous task *within* a neurosurgical context, and therefore does not meet the inclusion criteria for generalizable tasks performed in excluded specialties.",FLAGGED,False,False,False,False,50c21112a0d482aebd3a20293c051bc08ddcf4fefcfa007d48fbef7c1d45769e,daa603eab80a475dd92465b84468ba64bb339cc3fa119a47d9b8ff1d2511d945,9.368,9.822,False
372,EE-220,exclude,exclude,"The paper describes a robotic system for transforaminal lumbar epidural injections, but the abstract does not provide sufficient information to determine if the system involves autonomous or semi-autonomous control of a physical robot to execute a surgical action. The abstract mentions 'comparable placement' and 'improved accuracy and precision' but does not specify the level of autonomy or whether the system makes independent decisions about motion, planning, or execution. Additionally, the abstract does not clarify if the system is purely teleoperated or manual. The paper may not meet the inclusion criteria as it lacks explicit details on the autonomy level or the presence of an autonomous/semi-autonomous component.",exclude,"The paper describes a robotic system for transforaminal lumbar epidural injections, but the abstract does not provide sufficient information to determine if the system involves autonomous or semi-autonomous control of a physical robot to execute a surgical action. The abstract mentions 'comparable placement' and 'improved accuracy and precision' but does not specify the level of autonomy or whether the system makes independent decisions about motion, planning, or execution. Additionally, the abstract does not clarify if the system is purely teleoperated or manual. Without explicit mention of autonomy or semi-autonomy, the paper does not meet the inclusion criteria.",False,OUT,,,OUT,False,False,False,False,523b3528df009d70cc0f573261695c47f6a178cb03cc5f870c12b233fb6d1e09,,7.891,,False
450,EE-298,exclude,exclude,"The paper describes a robotic platform for neuroendoscopy but does not provide sufficient information to determine if it involves autonomous or semi-autonomous robotic control of a physical surgical task. The abstract mentions 'accurate tool targeting under both autonomous and hands-on control' but lacks details on the level of autonomy, the specific surgical task, or whether the system makes independent decisions about motion, planning, or execution. Additionally, the paper may fall under neurosurgery, which is excluded unless the task is generalizable. The abstract does not clarify this.",exclude,"The paper describes a robotic platform for neuroendoscopy but does not provide sufficient information to determine if it involves autonomous or semi-autonomous surgical robotic systems performing physical surgical tasks. The abstract mentions 'accurate tool targeting under both autonomous and hands-on control' but lacks details on the level of autonomy, whether the system controls or directs a physical robot to execute a surgical action, or if it meets the inclusion criteria such as involving a physical surgical task in a relevant specialty. Additionally, the paper may fall under excluded specialties (neurosurgery) unless it describes a generalizable autonomous task. Without more information, it cannot be included.",False,OUT,,,OUT,False,False,False,False,31f75cc7e22d363b27072c1d94c7dc61b8f0230e145709cdc53120fb8960a9bc,,7.313,,False
582,EE-430,exclude,exclude,"The paper describes a neurosurgical robot system (RONNA) and evaluates localization strategies for frameless stereotactic neurosurgery. However, it does not involve any level of surgical autonomy (Levels 1–5 per the Yang et al. taxonomy) as defined in the review. The study focuses on localization strategies for navigation and does not involve autonomous or semi-autonomous robotic components that control or direct a physical robot to execute a surgical action. The task is performed with a robot system, but the control is not autonomous or semi-autonomous as per the inclusion criteria. Additionally, neurosurgery is an excluded specialty unless the task is generalizable. This paper describes a specialty-specific autonomous task (neurosurgical localization), which is excluded.",exclude,"The paper describes a neurosurgical robot system (RONNA) and evaluates localization strategies for frameless stereotactic neurosurgery. However, it does not involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. Instead, it focuses on localization strategies for navigation, which is a planning or guidance component, not autonomous task execution. The study does not meet the inclusion criteria as it does not involve a physical surgical task performed by an autonomous or semi-autonomous robotic system. Additionally, neurosurgery is an excluded specialty unless the task is generalizable. This paper describes a specialty-specific task (neurosurgery), and thus it is excluded.",False,OUT,,,OUT,False,False,False,False,892d7c66c0908c26e58345c1c0775a439cda2c280821a2e8928bdb24d4c185cf,,8.864,,False
737,EE-585,exclude,exclude,"The paper describes position planning for collaborating robots in neurosurgery, but it does not clearly indicate the presence of an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The focus appears to be on planning algorithms rather than autonomous task execution, which falls under the exclusion criteria for purely teleoperated or planning-only papers.",exclude,"The paper describes position planning for collaborating robots in neurosurgery, but it does not clearly indicate the presence of an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The focus appears to be on planning algorithms rather than autonomous task execution, and there is no mention of autonomy levels (Yang et al. taxonomy) or task accuracy/error rates, which are required outcomes. Additionally, the paper may fall under the exclusion criteria for not involving an autonomous or semi-autonomous robotic component that makes independent decisions about motion, planning, or execution.",False,OUT,,,OUT,False,False,False,False,9482f955d5b5a442cfb1becbd3ebd8502cdd730438189a0efb3cd74c77ba0bb4,,6.199,,False
264,EE-112,exclude,exclude,"The paper describes a robotic system for craniotomy, but it is explicitly focused on force-based robotic surgical systems with human control. The method described is a path planning algorithm for robotic craniotomy, which is a form of teleoperated surgery where the human surgeon defines the drilling intent. There is no indication of autonomous or semi-autonomous control where the system makes independent decisions about motion, planning, or execution. The study is excluded because it does not meet the inclusion criteria for having an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action.",include,"The paper describes a robotic system for craniotomy that involves autonomous path planning using CT images. The system generates surgical paths and optimizes them for robotic execution, which aligns with the inclusion criteria for autonomous or semi-autonomous surgical robotic systems. The study involves a physical surgical task (craniotomy on phantoms and living dogs) and includes outcomes such as task accuracy and safety events. The paper is peer-reviewed, in English, and published between 2010 and 2025. It is within the scope of neurosurgery, which is excluded only if the task is specialty-specific, but the paper describes a generalizable autonomous task (path planning for craniotomy).",True,FLAGGED,,,FLAGGED,False,False,False,False,1eee6a93dce588c6ab5ce65e33e1925f7bbf598629ab1002fbe57ad1a996ce68,,8.187,,False
413,EE-261,exclude,include,"The paper describes a robot-based autonomous neuroregistration and neuronavigation system that performs physical surgical tasks in a neurosurgical context. The system autonomously plans and executes robot motion to navigate toward fiducial markers and reach a target region, which aligns with the inclusion criteria for autonomous or semi-autonomous surgical robotic systems. The task involves physical execution of a surgical action (neuroregistration and neuronavigation), and the paper reports accuracy and time metrics. While neurosurgery is typically excluded, the paper describes a generalizable autonomous task (neuroregistration) rather than a specialty-specific task (e.g., stereotactic targeting), which is included under the 'bench/preclinical autonomy' category. The abstract provides sufficient evidence to include the paper for further verification.",include,"The paper describes a robot-based autonomous neuroregistration and neuronavigation system that performs physical surgical tasks in a neurosurgical context. The system autonomously plans and executes robot motion to navigate toward fiducial markers and reach a target region, which aligns with the inclusion criteria for autonomous or semi-autonomous surgical robotic systems. The task involves physical surgical actions (navigation, registration) and is performed in a clinical context (neurosurgery). The abstract indicates the system autonomously controls the robot to execute surgical actions, meeting the requirement for an autonomous or semi-autonomous component. The paper is peer-reviewed and in English, and the abstract provides sufficient information to determine eligibility.",False,IN,exclude,"The study focuses on neurosurgery, which is an excluded specialty. While the abstract describes autonomous navigation, the context is specifically neurosurgical, and the task (neuroregistration and neuronavigation) is inherently neurosurgery-specific. Therefore, it falls under the exclusion criteria for neurosurgery.",FLAGGED,False,False,False,False,76c112131fedc23ebe1c0300c36f95caf902f129aa842e0973dc60faa7b709f5,b2480dca5dda2ce9f79aa9362459ca2bd9c5d8556e55b62e7aeb1f3d0d2dfad4,8.71,8.469,False
429,EE-277,exclude,exclude,"The paper describes a robot-guided neuromapping system during TME surgery, but it does not involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. Instead, it describes a robotic-assisted system where the surgeon maintains control over the neuromonitoring process. The system is not autonomous or semi-autonomous as per the Yang et al. taxonomy, and the primary focus is on robotic guidance rather than autonomous task execution. Additionally, the paper is a case report and not a peer-reviewed original research article with a clear autonomous component.",exclude,"The paper describes a robot-guided neuromapping system during TME surgery, but it does not involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. Instead, it describes a robotic-assisted system where the surgeon maintains control over the neuromonitoring process. The system is not autonomous or semi-autonomous as per the Yang et al. taxonomy, and the primary focus is on robotic guidance rather than autonomous task execution. Additionally, the paper is a case report and not a peer-reviewed original research article with a clear autonomous component.",False,OUT,,,OUT,False,False,False,False,69ce272b2665ca2dd0c3e8b62c80275f164bdef918c13d0004c03fbbb756fd11,,7.788,,False
800,EE-648,exclude,exclude,"The paper describes a reinforcement learning approach for force control in neurosurgical practice, but it does not clearly involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The focus appears to be on developing a control algorithm rather than evaluating the performance of an autonomous robotic system in a surgical task. Additionally, the paper is in the field of neurosurgery, which is explicitly excluded unless the task is generalizable. The abstract does not indicate that the task is generalizable or that the system makes independent decisions about motion, planning, or execution.",exclude,"The paper describes a reinforcement learning approach for force control in neurosurgical practice, but it does not clearly involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The focus appears to be on developing a control algorithm rather than evaluating the performance of an autonomous robotic system in a surgical task. Additionally, the paper is in the field of neurosurgery, which is explicitly excluded unless the task is generalizable. The abstract does not indicate that the task is generalizable or that the system makes independent decisions about motion, planning, or execution.",False,OUT,,,OUT,False,False,False,False,48e26caff7ed83cffae80d65c479363f9a43aabc0c8e7f9447caa565a20812b8,,7.533,,False
