paper_id,ee_identifier,title,PI_decision,PI_notes,A_primary,A_final,A_rationale,B_primary,B_final,B_rationale,C_primary,C_final,C_rationale
737,EE-585,Position planning for collaborating robots and its application in neurosurgery,exclude,,IN,FLAGGED,"verifier: The paper focuses on neurosurgery, which is an excluded specialty. While the abstract mentions 'collaborating robots', it does not explicitly state that the robots perform any autonomous surgical act…",OUT,OUT,"primary: The paper's title and abstract suggest it focuses on neurosurgery and position planning for collaborating robots, but it does not clearly indicate the presence of autonomous or semi-autonomous roboti…",OUT,OUT,"primary: The paper describes position planning for collaborating robots in neurosurgery, but it does not clearly indicate the presence of an autonomous or semi-autonomous robotic component that controls or di…"
264,EE-112,Precise path planning for robot-assisted craniotomy: a CT-driven virtual center method.,exclude,,IN,IN,verifier: The abstract explicitly states the development of a path planning method for *robotic* craniotomy that *automatically generates surgical paths* and integrates with *force-based robotic surgical syste…,IN,FLAGGED,"verifier: The abstract describes a robotic system used for craniotomy, but focuses on *path planning* and does not demonstrate the robot *executing* the craniotomy autonomously or semi-autonomously. The system…",FLAGGED,FLAGGED,"p1 exclude: The paper describes a robotic system for craniotomy, but it is explicitly focused on force-based robotic surgical syste… | p2 include: The paper describes a robotic system for craniotomy that involves autonomous path planning using CT images. The system …"
429,EE-277,Robot-guided neuromapping during nerve-sparing taTME for low rectal cancer.,exclude,,IN,FLAGGED,"verifier: While the paper describes a 'robot-guided' neuromapping process, the abstract indicates the robot is used to *position* a probe for neuromapping, but the neuromapping itself (electrophysiological eva…",OUT,OUT,"primary: The paper describes a robot-guided neuromapping system for nerve-sparing taTME, but it is focused on neurosurgery and specifically involves specialty-specific autonomous tasks (neuromapping for recta…",OUT,OUT,"primary: The paper describes a robot-guided neuromapping system during TME surgery, but it does not involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to exec…"
800,EE-648,Robotic-Arm-Based Force Control by Deep Deterministic Policy Gradient in Neurosurgical Practice,exclude,,IN,FLAGGED,"verifier: The abstract describes a reinforcement learning agent optimizing force control for a robotic arm *during* neurosurgical practice, but does not explicitly state the robot *executes* any surgical actio…",OUT,OUT,"primary: The paper focuses on neurosurgical practice and describes the use of reinforcement learning (DDPG) for robotic-arm-based force control. However, it does not clearly involve autonomous or semi-autonom…",OUT,OUT,"primary: The paper describes a reinforcement learning approach for force control in neurosurgical practice, but it does not clearly involve an autonomous or semi-autonomous robotic component that controls or …"
404,EE-252,Validation of High Precision Robot-Assisted Methods for Intracranial Applications: Preliminary Study.,exclude,,IN,FLAGGED,"verifier: While the abstract mentions 'autonomous' registration and neuronavigation, the surgical task is performed on a vegetable (carrot) and the focus is on registration/navigation accuracy, not the executi…",OUT,OUT,"primary: The paper describes a simulation study using a vegetable specimen to validate robot-based autonomous neuroregistration and neuronavigation for neurosurgery. However, it does not demonstrate or evalua…",OUT,OUT,"primary: The paper describes a simulation study using a vegetable model to validate robot-based autonomous neuroregistration and neuronavigation for neurosurgery. However, it does not demonstrate or evaluate …"
325,EE-173,Entirely robotic cochlear implant surgery.,exclude,,IN,FLAGGED,"verifier: The paper describes a robotic *assistance* with electrode insertion, but the abstract does not indicate any autonomous or semi-autonomous decision-making by the robot. It appears to be a motorized de…",OUT,OUT,"primary: The paper describes a robotic cochlear implant surgery, which is a surgical procedure. However, it does not involve an autonomous or semi-autonomous robotic component that controls or directs a physi…",OUT,OUT,"primary: The paper describes a robotic system for cochlear implant surgery, but it does not involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a su…"
341,EE-189,Robotic Navigation Autonomy for Subretinal Injection via Intelligent Real-Time Virtual iOCT Volume Slicing.,exclude,,IN,FLAGGED,"verifier: The paper focuses on ophthalmic surgery, which is explicitly excluded in the specialty scope. While the abstract describes autonomous navigation, the surgical specialty falls outside the inclusion cr…",OUT,OUT,"primary: The paper describes a robotic system for subretinal injection, which falls under ophthalmic surgery. Ophthalmic surgery is explicitly excluded in the specialty scope. Additionally, the paper focuses …",IN,FLAGGED,"verifier: The abstract describes a robotic system for subretinal injection, which falls under ophthalmic surgery – an excluded specialty. While the system utilizes autonomous navigation, the procedure itself i…"
655,EE-503,Kinematic alignment in robotic total knee arthroplasty,exclude,,IN,FLAGGED,"verifier: The abstract describes a robotic system used to *assist* in total knee arthroplasty, but does not indicate any autonomous or semi-autonomous behavior. The system executes bone resection *with high ac…",OUT,OUT,"primary: The paper describes a robotic total knee arthroplasty system used for kinematic alignment, but it does not mention any level of autonomy in the robotic system. The robotic system is used for precise …",OUT,OUT,"primary: The paper describes the use of a robotic system in total knee arthroplasty, but it does not involve any level of surgical autonomy (Levels 1–5 per the Yang et al. taxonomy). The robotic system is use…"
278,EE-126,The role of next-generation robotic systems in transforming knee arthroplasty: precision and beyond.,exclude,,IN,FLAGGED,"verifier: The abstract describes robotic-assisted total knee arthroplasty (RATKA), but focuses on surgeon-guided systems (ROSA, CORI) and a fully autonomous system (CUVIS). However, the primary focus is a *rev…",OUT,OUT,"primary: The paper discusses robotic-assisted total knee arthroplasty (RATKA) and mentions systems like the CUVIS Joint Robot, ROSA, and CORI Knee platform. However, it does not clearly specify whether these …",OUT,OUT,"primary: The paper describes robotic-assisted total knee arthroplasty (RATKA) systems, which are primarily teleoperated/master-slave systems where the human surgeon controls the robot. It does not clearly ind…"
18,EE-010,A Comparative Study of Spatio-Temporal U-Nets for Tissue Segmentation in Surgical Robotics,exclude,,IN,FLAGGED,"verifier: The abstract focuses on tissue segmentation using machine learning for improved accuracy, but does not describe a robot executing surgical actions. It details a methodology for analyzing surgical vid…",OUT,OUT,"primary: The paper focuses on developing a neural network for tissue segmentation in endoscopic images, which is a part of the autonomous surgical robotics pipeline. However, it does not describe a physical s…",OUT,OUT,"primary: The paper describes a neural network architecture for tissue segmentation in endoscopic images, which is a part of the data processing pipeline for surgical robotics. However, it does not involve an …"
613,EE-461,A Robotic Microforceps for Retinal Microsurgery With Adaptive Clamping Method,exclude,opthalmic,IN,FLAGGED,"verifier: The abstract describes a robotic microforceps, but focuses on the design and calibration of the device and an adaptive clamping *method*. While the device is 'automated', the abstract does not demons…",OUT,OUT,"primary: The paper describes a robotic microforceps for retinal microsurgery, which is a specialized procedure in ophthalmic surgery. According to the exclusion criteria, ophthalmic surgery is explicitly excl…",OUT,OUT,"primary: The paper describes a robotic microforceps for retinal microsurgery, but it does not involve any level of surgical autonomy (Levels 1–5 per the Yang et al. taxonomy). The device is controlled by the …"
583,EE-431,A supervision system for the intuitive usage of a telemanipulated surgical robotic setup,include,,IN,FLAGGED,"verifier: While the abstract mentions 'autonomous tasks, e.g. cutting or needle-insertion', the primary focus appears to be a *supervision system* for a telemanipulated setup. The description emphasizes telema…",OUT,OUT,"primary: The paper describes a telemanipulated surgical robotic system with haptic feedback and supervision features, but it does not involve autonomous or semi-autonomous robotic components that control or d…",OUT,OUT,"primary: The paper describes a telemanipulated surgical robotic system with a supervision system for intuitive usage, but it does not involve an autonomous or semi-autonomous robotic component that controls o…"
344,EE-192,Accuracy of implant placement via dynamic navigation and autonomous robotic computer-assisted implant surgery methods: A retrospective study.,exclude,,IN,FLAGGED,verifier: The abstract mentions 'autonomous robotic computer-assisted implant surgery' but provides minimal detail. It focuses on comparing accuracy between two computer-assisted implant surgery (CAIS) methods…,OUT,OUT,primary: The abstract does not provide sufficient information to determine if the paper meets the inclusion criteria. It mentions 'dynamic navigation and autonomous robotic computer-assisted implant surgery m…,OUT,OUT,primary: The abstract does not provide sufficient information to determine if the paper involves autonomous or semi-autonomous robotic systems performing physical surgical tasks. It mentions 'dynamic navigati…
363,EE-211,Achieving functional alignment in total knee arthroplasty: early experience using a second-generation imageless semi-autonomous handheld robotic sculpting system.,exclude,orthopedic/spine,IN,FLAGGED,"verifier: The abstract describes a 'semi-autonomous' system, but the description focuses on *assisting* the surgeon and maintaining accuracy of *desired* alignment chosen by the surgeon. The robot appears to b…",OUT,OUT,"primary: The paper describes a semi-autonomous robotic system used in total knee arthroplasty, but it does not clearly involve the robotic system controlling or directing a physical robot to execute a surgica…",OUT,OUT,"primary: The paper describes a semi-autonomous robotic system used in total knee arthroplasty, but it is primarily focused on surgical tips and tricks for achieving functional alignment, not on evaluating the…"
384,EE-232,Active robotic technologies for total knee arthroplasty.,exclude,orthopedic/spine,IN,FLAGGED,"verifier: The abstract explicitly states the system operates with 'surgeon guidance and control' and that the robot follows a 'cut path defined by a CT-based preoperative plan.' This indicates a pre-planned, s…",OUT,OUT,"primary: The paper describes an active robotic system for total knee arthroplasty, which is a type of orthopedic surgery. According to the exclusion criteria, orthopedic surgery is excluded unless the autonom…",OUT,OUT,"primary: The paper describes an active robotic system for total knee arthroplasty, where the robot is used for planning and executing the surgical procedure with surgeon guidance and control. However, the sys…"
222,EE-092,Adaptive Artificial Intelligence Based Model Base Controller: Applied to Surgical Endoscopy Telemanipulator,include,,IN,FLAGGED,"verifier: The abstract describes a telemanipulator and a controller to *localize* an endoscopic tool. While it uses AI, the system appears to be primarily teleoperated with a controller assisting positioning, …",OUT,OUT,"primary: The paper describes a surgical robot assistant with an artificial intelligence-based controller for endoscopic tool localization, but it does not mention any level of autonomy (Levels 1–5) or any aut…",OUT,OUT,"primary: The paper describes a surgical robot assistant with an artificial intelligence-based controller for endoscopic tool localization, but it does not mention any level of autonomy (Levels 1–5) or semi-au…"
139,EE-057,An Error Compensation Method for Surgical Robot Based on RCM Mechanism,exclude,,IN,FLAGGED,"verifier: The abstract describes a kinematic calibration method to *improve* the accuracy of a surgical robot, but does not mention any autonomous or semi-autonomous behavior. The robot is still controlled and…",OUT,OUT,"primary: The paper focuses on error compensation in surgical robots based on RCM mechanisms, but it does not mention any level of autonomy or semi-autonomy in the robotic system. The study appears to be about…",OUT,OUT,primary: The paper describes a method for error compensation in surgical robots based on RCM mechanisms but does not mention any level of autonomy or semi-autonomy in the robotic system. The focus is on kinem…
134,EE-055,Automatic keypoint generation in learning-by-demonstration trajectories for a surgical robot,exclude,,IN,FLAGGED,"verifier: While the paper discusses increasing the autonomy of surgical robots and learning from demonstrations, the abstract focuses on *generating* trajectories and keypoints *from* demonstrated procedures. …",OUT,OUT,"primary: The paper describes a methodology for automatic keypoint generation in surgical robot trajectories using learning-by-demonstration, but it does not involve autonomous or semi-autonomous robotic syste…",OUT,OUT,"primary: The paper describes a methodology for automatic keypoint generation in surgical robot trajectories using learning-by-demonstration, but it does not involve an autonomous or semi-autonomous robotic co…"
569,EE-417,Automation of retinal surgery: A shared control robotic system for laser ablation,include,,IN,FLAGGED,"verifier: The abstract describes a shared control system where the robot *assists* with positioning a laser based on operator input, but the operator still directly controls the laser. The robot tracks motion …",OUT,OUT,"primary: The paper describes a shared control robotic system for retinal surgery, which involves a level of autonomy (shared control). However, the specialty of retinal surgery (ophthalmic surgery) is explici…",OUT,OUT,"primary: The paper describes a shared control robotic system for retinal surgery, which involves a human clinician and robot collaborating during the procedure. However, it does not meet the inclusion criteri…"
267,EE-115,Cannula-mounted Robots for Semi-autonomous Vertebroplasty: A Comparison of Piezo-based and Screw-based Inchworm Drive Designs.,exclude,orthopedic/spine,IN,FLAGGED,"verifier: The paper describes a robot designed for cannula insertion, which is a surgical task. However, the abstract explicitly states the robot is for *semi-autonomous* insertion, but does not detail *how* t…",OUT,OUT,"primary: The paper describes a semi-autonomous robotic system for vertebroplasty, which is a procedure in orthopedic surgery. However, the paper focuses on the mechanical design and performance of the robot r…",OUT,OUT,"primary: The paper describes a cannula-mounted robot for semi-autonomous vertebroplasty, but it does not involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to…"
238,EE-097,Error Compensation Method for High Precision Microsurgical Robot with RCM Manipulator,exclude,,IN,FLAGGED,"verifier: The abstract describes a robot performing microsurgery, but focuses on error compensation and improving accuracy through kinematic calibration and redundancy resolution. There is no mention of any au…",OUT,OUT,"primary: The paper describes a method for error compensation in a microsurgical robot used for retinal surgery, but it does not involve autonomous or semi-autonomous robotic systems performing physical surgic…",OUT,OUT,"primary: The paper describes a method for error compensation in a microsurgical robot used for retinal microsurgery. However, it does not involve any level of surgical autonomy (Levels 1–5 per the Yang et al.…"
161,EE-065,Image-Based Planning of Minimally Traumatic Inner Ear Access for Robotic Cochlear Implantation,exclude,,IN,FLAGGED,"verifier: The abstract describes a trajectory planning system that *generates* paths for a robot, but does not state that the robot *executes* those paths autonomously or semi-autonomously. The system appears …",OUT,OUT,"primary: The paper describes a planning strategy for robotic cochlear implantation, but it does not involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to exec…",OUT,OUT,"primary: The paper describes a planning strategy for robotic cochlear implantation using image guidance, but it does not involve an autonomous or semi-autonomous robotic component that controls or directs a p…"
774,EE-622,Image-guidance and robotic technology to support surgery on the lateral skull base,exclude,,IN,FLAGGED,"verifier: While the abstract mentions robotic technology for automated drilling and milling, it doesn't clearly demonstrate *autonomous* or *semi-autonomous* control. The description focuses on robotic systems…",OUT,OUT,"primary: The paper focuses on image-guidance and robotic technology for microsurgery in the lateral skull base, but it does not clearly describe autonomous or semi-autonomous robotic systems performing physic…",OUT,OUT,primary: The paper discusses image-guidance and robotic technology for lateral skull base surgery but does not clearly describe an autonomous or semi-autonomous robotic component that controls or directs a ph…
112,EE-048,In-Vivo Validation of a Novel Robotic Platform for Endovascular Intervention,exclude,,IN,FLAGGED,"verifier: The abstract is extremely brief and does not describe any autonomous or semi-autonomous behavior. It only states the platform *can potentially improve execution*, which doesn't indicate the robot is …",OUT,OUT,primary: The abstract does not provide sufficient information to determine if the paper meets the inclusion criteria. It lacks details on whether the robotic platform involves autonomous or semi-autonomous be…,OUT,OUT,primary: The abstract does not provide sufficient information to determine if the paper involves autonomous or semi-autonomous robotic systems performing physical surgical tasks. It mentions a robotic platfor…
786,EE-634,Laparoscope Manipulator Control for Minimally Invasive Surgery,include,,IN,FLAGGED,"verifier: The abstract describes a robot that *maintains* a view based on detected instrument tips, but does not describe the robot performing any surgical action itself (cutting, suturing, grasping, etc.). It…",OUT,OUT,"primary: The paper describes a laparoscope manipulator robot designed to automatically control the position of the laparoscope using visual information, but it does not clearly involve autonomous or semi-auto…",OUT,OUT,"primary: The paper describes a laparoscope manipulator robot that automatically controls the position of the laparoscope using visual information. However, it does not involve an autonomous or semi-autonomous…"
419,EE-267,Low rate of iatrogenic complications during unicompartmental knee arthroplasty with two semiautonomous robotic systems.,exclude,orthopedic/spine,IN,FLAGGED,"verifier: The abstract describes a 'semiautonomous' robotic system, but clarifies it is 'surgeon-driven'. This indicates a purely teleoperated system where the surgeon maintains continuous control, failing the…",OUT,OUT,"primary: The paper describes a study on unicompartmental knee arthroplasty using semiautonomous robotic systems, but it does not involve an autonomous or semi-autonomous robotic component that controls or dir…",OUT,OUT,primary: The paper describes the use of semiautonomous robotic systems in unicompartmental knee arthroplasty but does not provide sufficient detail to confirm the presence of an autonomous or semi-autonomous …
765,EE-613,Model-based trajectory tracking of a compliant continuum robot,exclude,,IN,FLAGGED,"verifier: While the abstract mentions surgical applications, the study focuses on *controlling* the robot's trajectory, not on the robot autonomously *performing* a surgical task. The robot follows a 'dynamica…",OUT,OUT,"primary: The paper focuses on the control methodology of a compliant continuum robot for trajectory tracking, but it does not mention any level of surgical autonomy (Levels 1–5) or any physical surgical task …",OUT,OUT,primary: The paper describes a control strategy for a compliant continuum robot but does not involve an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a s…
254,EE-102,Palpation sensing for robotic-assisted surgery.,exclude,,IN,FLAGGED,"verifier: The abstract describes the *potential* for future autonomous and semi-autonomous robotic surgery, but does not report on a study *involving* such a system performing a physical surgical task. It focu…",OUT,OUT,"primary: The paper focuses on palpation sensing and haptic feedback in robotic-assisted surgery, but it does not describe autonomous or semi-autonomous robotic systems performing physical surgical tasks. Inst…",OUT,OUT,"primary: The paper focuses on palpation sensing and haptic feedback in robotic-assisted surgery, but it does not describe autonomous or semi-autonomous robotic systems performing physical surgical tasks. Inst…"
565,EE-413,Real-to-Sim Deformable Object Manipulation: Optimizing Physics Models with Residual Mappings for Robotic Surgery,exclude,,IN,FLAGGED,"verifier: The abstract focuses on improving simulation accuracy for deformable object manipulation, but does not describe a physical robot executing surgical actions. It details a method for optimizing physics…",OUT,OUT,"primary: The paper focuses on improving simulation techniques for deformable object manipulation in robotic surgery, but it does not describe autonomous or semi-autonomous robotic systems performing physical …",OUT,OUT,"primary: The paper focuses on improving simulation techniques for deformable object manipulation in robotic surgery, but it does not describe a physical surgical task performed by an autonomous or semi-autono…"
170,EE-070,Share control of surgery robot master manipulator guiding tool along the standard path,include,,IN,FLAGGED,"verifier: The abstract describes a 'share control' system where the surgeon maintains *full* control over the tool position at all times, and the system *supports* guidance via force feedback on the master man…",OUT,OUT,"primary: The paper describes a share control system for a surgical robot, where the surgeon maintains full control over the tool's position while the system provides support. This system does not involve auto…",OUT,OUT,"primary: The paper describes a share control system where the surgeon maintains full control over the tool's position, with the system providing support for guidance. This is a teleoperated system where the h…"
724,EE-572,Transformer-Based Multi-modal Fusion for Automatic Recognition and Learning of Craniomaxillofacial Suturing Skills,exclude,,IN,FLAGGED,"verifier: While the abstract mentions 'robotic autonomous suturing' and 'learning and objective evaluation of surgical skills', it primarily focuses on *recognizing* and *learning* suturing skills from expert …",OUT,OUT,"primary: The paper focuses on craniomaxillofacial surgery, which is excluded under the specialty scope. Additionally, the study describes a multi-modal data fusion algorithm for recognizing surgical skills bu…",OUT,OUT,"primary: The paper focuses on the recognition and learning of surgical skills using multi-modal data fusion for craniomaxillofacial suturing. However, it does not describe a system where the robotic component…"
702,EE-550,SurgiPose: Estimating Surgical Tool Kinematics from Monocular Video for Surgical Robot Learning,include,,IN,IN,verifier: The abstract explicitly states the use of imitation learning to enable *autonomous* surgical tasks (tissue lifting and needle pickup) using a surgical robot (dVRK Si). It describes training policies …,OUT,OUT,"primary: The paper describes a method for estimating surgical tool kinematics from monocular video to enable surgical robot learning, but it does not involve an autonomous or semi-autonomous robotic component…",OUT,OUT,"primary: The paper describes a method for estimating surgical tool kinematics from monocular video to enable surgical robot learning. However, it does not involve an autonomous or semi-autonomous robotic comp…"
693,EE-541,Assistive Cartesian Healthcare Robot for Forearm Vein Puncturing,include,,IN,IN,"verifier: The abstract describes a robot that physically punctures veins, indicating a surgical action. It mentions 'automated tasks' and implies an autonomous component beyond simple teleoperation by referenc…",OUT,OUT,"primary: The paper describes a medical robot for forearm vein puncturing, but it does not mention any level of surgical autonomy (Levels 1–5 per the Yang et al. taxonomy) or any autonomous/semi-autonomous rob…",OUT,OUT,"primary: The paper describes a medical robot for venipuncture, but it does not mention any level of surgical autonomy (Levels 1–5 per the Yang et al. taxonomy) or any autonomous/semi-autonomous robotic compon…"
