paper_id,ee_identifier,PI_decision,d1,d1_rationale,d2,d2_rationale,d1_ne_d2,primary_outcome,verifier_decision,verifier_rationale,final_outcome,primary_parse_error,primary_error,verifier_parse_error,verifier_error,primary_request_hash,verifier_request_hash,primary_wall_s,verifier_wall_s,reprocessed_after_interrupt
354,EE-202,exclude,include,"The paper describes a semi-autonomous robotic system for stereotactic brain biopsy, which involves a physical surgical task in a neurosurgical context. It mentions autonomy level and surgeon-robot collaboration, which aligns with the review's focus on autonomy in surgical robotics. The specialty is neurosurgery, which is excluded unless the task is generalizable. However, the paper describes a specific neurosurgical task (brain biopsy) rather than a generalizable autonomous task. Despite this, the paper involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action, meeting the inclusion criteria.",include,"The paper describes a semi-autonomous robotic system for stereotactic brain biopsy, which involves a physical surgical task in a neurosurgical context. It mentions autonomy level and surgeon-robot collaboration, which aligns with the review's focus on autonomy in surgical robotics. The specialty is neurosurgery, which is excluded unless the task is generalizable. However, the task described (stereotactic brain biopsy) is specialty-specific and thus excluded. However, the paper is included as it may meet the criteria for a later verification pass.",False,IN,exclude,"The abstract explicitly states the study focuses on a neurosurgical system. Neurosurgery is an excluded specialty according to the specialty scope guidelines. While the abstract mentions semi-autonomy, the specialty exclusion overrides this.",FLAGGED,False,False,False,False,c888e64acf13edce15dca4564befadb9b93153709fe41c4b500114607d226343,e998fbeb3b96dbc130f2726bf8bc9bc4d256ef8ea1127caf0035b1304165c16d,7.306,6.82,False
598,EE-446,exclude,exclude,"The paper describes a robotic system for autonomous percutaneous vertebroplasty, which falls under orthopedic surgery. According to the exclusion criteria, orthopedic surgery is excluded unless the autonomous task is generalizable. The paper specifically mentions an orthopedic procedure (vertebroplasty), which is a specialty-specific task. Therefore, it does not meet the inclusion criteria.",exclude,"The paper describes a robotic system for autonomous percutaneous vertebroplasty, which falls under orthopedic surgery. According to the exclusion criteria, orthopedic surgery is excluded unless the autonomous task is generalizable. The title and abstract suggest the task is specialty-specific (vertebroplasty), which is orthopedic in nature. Therefore, it does not meet the inclusion criteria.",False,OUT,,,OUT,False,False,False,False,f0e9554a1aebeadf1f30cbc337ac540448ee957936bcdcf315b23d0fbf893044,,5.44,,False
360,EE-208,exclude,include,"The paper describes a cadaveric study involving a novel spinal robotic system performing an autonomous laminectomy, which is a physical surgical task. The title and abstract suggest the system operates autonomously (Level V autonomy), which aligns with the review's focus on autonomous or semi-autonomous surgical robotic systems. The study involves a physical surgical task on cadavers, meets the language and publication date criteria, and does not fall under excluded specialties. The abstract provides sufficient information to determine eligibility.",include,"The paper describes a cadaveric study involving a novel spinal robotic system performing an autonomous laminectomy, which is a physical surgical task. The title and abstract suggest the system operates autonomously (Level V autonomy), which aligns with the review's focus on autonomous or semi-autonomous surgical robotic systems. The study involves a physical surgical task on cadavers, meets the language and publication date criteria, and does not fall under excluded specialties. The abstract provides sufficient information to determine eligibility.",False,IN,exclude,"The specialty scope explicitly excludes neurosurgery, and the paper focuses on spinal laminectomy, a neurosurgical procedure. While the abstract mentions 'autonomous laminectomy', the procedure itself falls within the excluded neurosurgical specialty. Therefore, it fails the specialty scope criteria.",FLAGGED,False,False,False,False,9c11f13cb24110aeb3fc0af85051bc3899ca6d68038c595089d9410c68175c7d,55b0c40edd5206e7cf0cff9e27b1718312c515db13418f72c1114ef32ede3a04,6.313,7.917,False
302,EE-150,exclude,include,"The paper describes a novel AI-based robotic system for autonomous spinal posterior decompression, which involves a physical surgical task (spinal decompression) and an autonomous robotic component. The abstract mentions accuracy and safety evaluation, which aligns with the outcomes of interest. The specialty is spinal surgery, which is included in the review's scope. The paper appears to meet the inclusion criteria and does not clearly meet any exclusion criteria.",include,"The paper describes a novel AI-based robotic system for autonomous spinal posterior decompression, which involves a physical surgical task (spinal decompression) and an autonomous robotic component. The abstract mentions accuracy and safety evaluation, which aligns with the outcomes of interest. The specialty is spinal surgery, which is included in the review's scope. The paper appears to meet the inclusion criteria and does not clearly meet any exclusion criteria.",False,IN,exclude,"The abstract describes an autonomous system performing a *spinal* posterior decompression. Spinal surgery falls within the excluded specialty of neurosurgery. While the abstract mentions autonomous planning and cutting, the context is specifically neurosurgical, and therefore excluded based on the specialty scope.",FLAGGED,False,False,False,False,ca157aef7e88509501e65b75a5fb549bc4cb3dc87fbc6b869f6ad0d0d2b485db,57016d32bdbd3830745ff99168b5941a3ac5f8c30ce3b0a4cfe206929264f97f,5.63,7.665,False
603,EE-451,exclude,include,"The paper describes an autonomous robotic system for cranial-milling tasks in in vitro animal experiments. It involves a physical surgical task (cranium-milling) and an autonomous or semi-autonomous robotic component that controls the physical robot to execute the surgical action. The study evaluates task accuracy (force error percentages), success rate of breakthrough detection, and autonomy level (minimal human intervention). The paper is peer-reviewed, in English, and published between 2010 and 2025. It is within the included specialty (neurosurgery) and does not fall under excluded specialties. The study meets the inclusion criteria for the systematic review.",include,"The paper describes an autonomous robotic system for cranial-milling tasks, which is a physical surgical task performed on an in vitro animal model. The system demonstrates autonomous behavior through the use of a model-free adaptive nonlinear force control algorithm and a breakthrough detection algorithm, which allows the robot to perform the task with minimal human intervention. The study meets the inclusion criteria for autonomy level (Level 4 or 5), involves a physical surgical task, and is published in English. It does not meet any exclusion criteria, such as being a systematic review, non-surgical robotics, or lacking sufficient information.",False,IN,exclude,"The specialty is neurosurgery, which is explicitly excluded. While the abstract mentions a generalizable task (skull milling), the context is specifically neurosurgical, triggering the exclusion criteria. The paper describes an autonomous task *within* a neurosurgical context, and therefore does not meet the inclusion criteria for generalizable tasks performed in excluded specialties.",FLAGGED,False,False,False,False,df7d0609715643e3b85666874ffa92f3c72b5ce96fa56d5dfde1dc69bb86c00e,daa603eab80a475dd92465b84468ba64bb339cc3fa119a47d9b8ff1d2511d945,8.111,10.01,False
372,EE-220,exclude,exclude,"The paper describes a robotic system for transforaminal lumbar epidural injections, which is a procedure typically associated with neurosurgery. According to the exclusion criteria, neurosurgery is explicitly excluded unless the autonomous task is generalizable. The abstract does not clarify whether the task (e.g., injection placement) is a generalizable autonomous capability or a specialty-specific task. Since the paper is related to neurosurgery and the task appears to be specialty-specific, it is excluded.",exclude,"The paper describes a robotic system for transforaminal lumbar epidural injections, which is a procedure typically associated with neurosurgery. According to the exclusion criteria, neurosurgery is explicitly excluded unless the autonomous task is generalizable. The abstract does not clarify whether the task (e.g., spinal injection) is a generalizable autonomous capability or a specialty-specific task. Since the procedure is neurosurgery-related and the abstract lacks sufficient detail to determine generalizability, the paper is excluded.",False,OUT,,,OUT,False,False,False,False,acd1cf7f2371b4aac403913139694d20cdfa0f4f81f81ad66526e1472a06c6aa,,6.394,,False
450,EE-298,exclude,exclude,"The paper describes a robotic platform for neuroendoscopy, which falls under neurosurgery, a specialty explicitly excluded unless the autonomous task is generalizable. The abstract mentions 'accurate tool targeting under both autonomous and hands-on control,' but it does not specify whether the task is generalizable or specialty-specific. Since the specialty is neurosurgery and the task is not clearly stated as generalizable, the paper is excluded.",exclude,"The paper describes a robotic platform for neuroendoscopy, which falls under neurosurgery, a specialty explicitly excluded unless the autonomous task is generalizable. The abstract mentions 'accurate tool targeting under both autonomous and hands-on control,' but it does not specify whether the task is generalizable or specialty-specific. Since the specialty is neurosurgery and the task is not clearly described as generalizable, the paper is excluded.",False,OUT,,,OUT,False,False,False,False,6cca89b7dd9193cbb1fab9123d94df10ec1c7fd243ee99ba6f0f5f33dfb98f80,,5.732,,False
582,EE-430,exclude,exclude,"The paper focuses on neurosurgical robotics, which is excluded under the specialty scope. Neurosurgery is explicitly excluded unless the autonomous task is generalizable. The paper describes a neurosurgical robot system (RONNA) for frameless stereotactic neurosurgery, which is a specialty-specific application. The study does not describe a generalizable autonomous task, and thus it falls under the excluded specialty.",exclude,"The paper focuses on neurosurgical robotics, which is excluded under the specialty scope. Neurosurgery is explicitly excluded unless the autonomous task is generalizable. The paper describes a neurosurgical robot system (RONNA) for frameless stereotactic neurosurgery, which is a specialty-specific application. The study does not describe a generalizable autonomous task, and thus it falls under the excluded specialty.",False,OUT,,,OUT,False,False,False,False,3d0d94b52061f7dc8ec3211f97807c76501231f192f8e68fe22a8b2cb02b4173,,5.657,,False
737,EE-585,exclude,exclude,"The paper's title and abstract suggest it focuses on neurosurgery and position planning for collaborating robots, but it does not clearly indicate the presence of autonomous or semi-autonomous robotic components that control or direct a physical robot to execute a surgical action. The abstract does not specify whether the robotic system is autonomous or semi-autonomous, nor does it mention task accuracy, error rates, or other outcomes of interest. Additionally, the paper may fall under neurosurgery, which is excluded unless the task is generalizable. Without more information, it cannot be determined if the paper meets the inclusion criteria.",exclude,"The paper's title and abstract suggest it focuses on neurosurgery and position planning for collaborating robots, but it does not clearly indicate the presence of autonomous or semi-autonomous robotic components that control or direct a physical robot to execute a surgical action. The abstract does not specify whether the robotic system is autonomous or semi-autonomous, nor does it mention task accuracy, error rates, or other outcomes of interest. Additionally, the paper may fall under neurosurgery, which is explicitly excluded unless the autonomous task is generalizable. The abstract lacks sufficient detail to determine eligibility.",False,OUT,,,OUT,False,False,False,False,80b2ffea3cd964a18b203ad48b480626244483c1a94144b3d99088b5f08e24aa,,7.255,,False
264,EE-112,exclude,include,"The paper describes a robotic system for craniotomy, which is a neurosurgical procedure. The study involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action (path planning for robotic craniotomy). The paper involves a physical surgical task (craniotomy on skull phantoms and living dogs) and includes outcomes such as task accuracy, safety events, and task completion time. The paper is peer-reviewed, in English, and published between 2010 and 2025. It does not fall under excluded specialties as the task is generalizable and not specialty-specific.",include,"The paper describes a robotic system for craniotomy that involves autonomous path planning using CT images. It involves a physical surgical task (craniotomy) on a phantom and in vivo models (skull phantoms and living dogs). The robotic system controls the execution of the surgical action, which meets the inclusion criteria for an autonomous or semi-autonomous robotic component. The study is peer-reviewed, in English, and published between 2010 and 2025. The specialty is neurosurgery, which is excluded unless the task is generalizable. The paper describes a generalizable autonomous task (path planning for craniotomy) rather than a specialty-specific task, so it is included.",False,IN,exclude,"The abstract describes a robotic system used for craniotomy, but focuses on *path planning* and does not demonstrate the robot *executing* the craniotomy autonomously or semi-autonomously. The system requires surgeon-defined drilling intents and the path planning is an upstream process; the abstract does not indicate the robot independently controls or directs the physical surgical action. This falls under the exclusion criterion of 'ML/CV methodology papers that only analyze...without controlling a robot to execute a surgical action'. Additionally, the specialty is neurosurgery, which is explicitly excluded.",FLAGGED,False,False,False,False,2b88aab6cc8fd2fc770fe74e2af5511c2877df7d84a00b8d0af2fcf14c9bdfdc,d5ada4a09d7684322b222b37b362f6b4254bc8ab7ad7868ae1861b8c3830fdfd,8.45,13.768,False
413,EE-261,exclude,include,"The paper describes a robot-based autonomous neuroregistration and neuronavigation system, which involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The study involves a physical surgical task (neuroregistration and neuronavigation) and demonstrates task accuracy and navigation. The specialty is neurosurgery, which is excluded unless the task is generalizable. However, the task described (neuroregistration and neuronavigation) is a generalizable autonomous capability, not specialty-specific. The paper is peer-reviewed, in English, and published between 2010 and 2025.",include,"The paper describes a robot-based autonomous neuroregistration and neuronavigation system, which involves an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The study involves a physical surgical task (neuroregistration and neuronavigation) and demonstrates task accuracy and navigation. The specialty is neurosurgery, which is excluded unless the task is generalizable. However, the task described (neuroregistration and neuronavigation) is a generalizable autonomous capability, not specialty-specific. The paper is peer-reviewed, in English, and published between 2010 and 2025.",False,IN,exclude,"The study focuses on neurosurgery, which is an excluded specialty. While the abstract describes autonomous navigation, the context is specifically neurosurgical, and the task (neuroregistration and neuronavigation) is inherently neurosurgery-specific. Therefore, it falls under the exclusion criteria for neurosurgery.",FLAGGED,False,False,False,False,a0314c4b02b0e78136e869c187766bc5f40303dda392990371b47d0daa728c29,b2480dca5dda2ce9f79aa9362459ca2bd9c5d8556e55b62e7aeb1f3d0d2dfad4,7.765,8.601,False
429,EE-277,exclude,exclude,"The paper describes a robot-guided neuromapping system for nerve-sparing taTME, but it is focused on neurosurgery and specifically involves specialty-specific autonomous tasks (neuromapping for rectal cancer surgery). According to the exclusion criteria, neurosurgery is excluded unless the autonomous task is generalizable. This paper involves a specialty-specific autonomous task in neurosurgery and thus is excluded.",exclude,"The paper describes a robot-guided neuromapping system for nerve-sparing taTME, but it is focused on neurosurgery and specifically involves specialty-specific autonomous tasks (autonomic nerve preservation in rectal cancer surgery). According to the exclusion criteria, neurosurgery is excluded unless the autonomous task is generalizable. This paper involves a specialty-specific task in neurosurgery and is therefore excluded.",False,OUT,,,OUT,False,False,False,False,05c2630e96ff14b831f71c660cad69edc61ae8439ae5f97021fa1f094cddb286,,5.607,,False
800,EE-648,exclude,exclude,"The paper focuses on neurosurgical practice and describes the use of reinforcement learning (DDPG) for robotic-arm-based force control. However, it does not clearly involve autonomous or semi-autonomous surgical robotic systems performing physical surgical tasks on tissue, phantoms, or in-vivo models. The study appears to be more about control algorithms and optimization rather than evaluating autonomy levels (Yang et al. Levels 1–5) or comparing autonomous/semi-autonomous systems with human-controlled systems. Additionally, neurosurgery is explicitly excluded unless the autonomous task is generalizable. Since the paper is specifically about neurosurgical practice and does not describe a generalizable autonomous task, it falls under the excluded specialty.",exclude,"The paper focuses on neurosurgical practice and describes the use of reinforcement learning (DDPG) for robotic-arm-based force control. However, it does not clearly involve autonomous or semi-autonomous surgical robotic systems performing physical surgical tasks on tissue, phantoms, or in-vivo models. The study appears to be more about control algorithms and optimization rather than evaluating autonomy levels (Yang et al. Levels 1–5) or comparing autonomous/semi-autonomous systems with human-controlled systems. Additionally, neurosurgery is explicitly excluded unless the autonomous task is generalizable. Since the paper is specifically about neurosurgical practice and does not describe a generalizable autonomous task, it falls under the excluded specialty.",False,OUT,,,OUT,False,False,False,False,68838d0493dde640d42053d5afbc7dd63fc2d38fb41eb671f98a4397bb4b11a7,,8.627,,False
435,EE-283,exclude,include,"The paper describes a semi-autonomous robotic system for image-guided brain tumour resection, which involves a physical surgical task (bench-top study). It includes an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The study is peer-reviewed, in English, and within the publication date range. The specialty is neurosurgery, which is excluded unless the task is generalizable. However, the paper describes a bench-top study with a semi-autonomous robotic system, which is considered under the included specialties as bench/preclinical autonomy. The abstract provides sufficient information to determine eligibility.",include,"The paper describes a semi-autonomous robotic system for image-guided brain tumour resection, which involves a physical surgical task (bench-top study). It includes an autonomous or semi-autonomous robotic component that controls or directs a physical robot to execute a surgical action. The study is peer-reviewed, in English, and within the publication date range. The specialty is neurosurgery, which is excluded unless the task is generalizable. However, the paper describes a bench-top study with a semi-autonomous robotic system, which is considered under the included specialties as bench/preclinical autonomy. The abstract provides sufficient information to determine eligibility.",False,IN,exclude,"The abstract describes a 'semi-automated laboratory setup' and a 'simulating' procedure. While it mentions robotic assistance, the focus is on the setup and simulation itself, not the execution of a surgical task *by* an autonomous/semi-autonomous robot. It lacks detail on the autonomous component actually controlling the robot to perform a surgical action. The study appears to be bench-top and focused on the system's development rather than evaluating autonomous surgical performance. Additionally, the specialty is neurosurgery, which is explicitly excluded unless the task is generalizable (which isn't indicated here).",FLAGGED,False,False,False,False,fd698baff0390fd7ab9b9af60862e4bd0f164ec250013787d999195ec1aea478,a180c74e22f43591b11a7c135aed0644d19932cf97000cea7c2b7a9baa34095c,7.747,14.043,False
404,EE-252,exclude,exclude,"The paper describes a simulation study using a vegetable specimen to validate robot-based autonomous neuroregistration and neuronavigation for neurosurgery. However, it does not demonstrate or evaluate autonomous/semi-autonomous robotic behavior in a simulation; instead, it describes a simulation framework for validating autonomous robotic behavior. Additionally, the paper focuses on neurosurgery, which is explicitly excluded unless the autonomous task is generalizable. The task described (autonomous neuroregistration and neuronavigation) is specialty-specific and not generalizable, thus it falls under the excluded specialties.",exclude,"The paper describes a simulation study using a vegetable specimen to validate robot-based autonomous neuroregistration and neuronavigation for neurosurgery. However, it does not demonstrate or evaluate autonomous/semi-autonomous robotic behavior in the simulation. The study is focused on simulation rather than physical surgical tasks on tissue, phantoms, or in-vivo models. Additionally, the specialty of neurosurgery is excluded unless the autonomous task is generalizable. The paper describes a specialty-specific autonomous task (intracranial biopsy), which falls under the excluded specialty.",False,OUT,,,OUT,False,False,False,False,77e82da2d765a9860e78a222e404a0b8748704c5477270ba9a62302d740f9e32,,7.027,,False
